,_id,call_id_hash,service,priority,priority_desc,call_quarter,call_year,description_short,city_code,city_name,geoid,census_block_group_center__x,census_block_group_center__y
329250,329251,56742D37DAADDBDD357B8F96E1D208,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420039822001.0,-79.9547684986283,40.4444958457521
329339,329340,54FD9EBA027960F8ECC608EC1CC72E,EMS,E2,EMS Standard Advanced Life Support response,Q4,2015.0,ASSAULT,MCK,MCKEESPORT,420035522001.0,-79.8772510331932,40.3491657943086
329350,329351,5351DB9AE46F360138A341A1ECD4DC,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,PGH,PITTSBURGH,420030406001.0,-79.952288526385,40.4367581293383
329365,329366,49EFD5C2762A03DD98ADC44A710636,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420030103004.0,-79.977289961057,40.4373547991558
329626,329627,4A0BC195C6C03719E12083FB309BD8,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PEN,PENN HILLS,420035231002.0,-79.8681689305379,40.4694968349141
329668,329669,5F0931C2C210FB0C55F4C926351E97,EMS,E2,EMS Standard Advanced Life Support response,Q1,2018.0,ASSAULT,WHM,WEST HOMESTEAD,420034825001.0,-79.918579731589,40.3977453874818
329711,329712,53789DCA3B69FFD32982998D22E4D9,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,BEL,BELLEVUE,420034311002.0,-80.051353223214,40.488218953678
329819,329820,5F0CF49B65BE76BF8403AC4C252D94,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,BRE,BRENTWOOD,420034781002.0,-79.979291003734,40.3739809095347
329850,329851,4A16AABCA6E5BF1233DAEAABE24D64,EMS,E2,EMS Standard Advanced Life Support response,Q4,2017.0,ASSAULT,MCK,MCKEESPORT,420035519002.0,-79.8582143722509,40.3536263826352
329870,329871,4A191E14F15A64C66B1779266A820F,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420033206002.0,-80.0036571132716,40.392691148933
330134,330135,4A53C5737EF88F0A0C85761FAFEAAA,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420030103003.0,-79.9837638085638,40.4369010410715
330249,330250,553D8F6ECC7548E3F8AA54170A9530,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,GLA,GLASSPORT,420034994001.0,-79.8842162951034,40.3186091799699
330265,330266,544A3E9796486852A4CC03C34A6656,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,SWS,SWISSVALE,420035152002.0,-79.8824958567971,40.4245238834208
330290,330291,53A96E87481008758F1EDC87A35709,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,ELT,ELIZABETH TOWNSHIP,420034961012.0,-79.8108818467707,40.2672844903861
330324,330325,5F2C084E6747D8BD12AF8DC75470CE,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,RAN,RANKIN,420035140002.0,-79.8825913722838,40.4110296575679
330385,330386,5559B70B57D1830EA7A773BF1E7B22,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,NVT,NORTH VERSAILLES,420035041001.0,-79.8174007608575,40.3909803223236
330398,330399,5F365780E7E313C6C8F0B5A12372AB,EMS,E3,EMS Standard Basic Life Support response,Q1,2017.0,ASSAULT,PGH,PITTSBURGH,420031302001.0,-79.8910898515412,40.4578021091724
330417,330418,64532F9C1F36924CD39D46DAEF6BAE,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,BRG,BRIDGEVILLE,420034571002.0,-80.1123559971561,40.3592450825908
330424,330425,6457F6D0248A21661EF92EF21BF80D,EMS,E2,EMS Standard Advanced Life Support response,Q1,2018.0,ASSAULT,PVU,PORT VUE,420035003001.0,-79.869224447753,40.3411161398012
330453,330454,56BE2B86F88A49155DEE9E1746291D,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420032904002.0,-79.9814742055697,40.3877483111003
330515,330516,4A5B695DCFD2A992D704CD8ED613D6,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420032704001.0,-80.028514634242,40.4654074917589
330610,330611,646435B027E7B1CEA606C05D4C7C08,EMS,E2,EMS Standard Advanced Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420030305002.0,-79.9813396765969,40.4403925313045
330727,330728,56CEB59B3388EABC7575F3842330F5,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,NBR,NORTH BRADDOCK,420035128001.0,-79.8554733758734,40.3992169472337
330729,330730,56D2007B9BDB219309A549F27EDD78,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,ROB,ROBINSON,420034592013.0,-80.1350953643623,40.4407528406057
330732,330733,56D26D47F88CF83E19F17929755984,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,PGH,PITTSBURGH,420032901002.0,-79.9925089091687,40.3969243447976
330734,330735,56D3145985EF564A365287E237B89A,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,JEF,JEFFERSON HILLS,420034912001.0,-79.9168024206191,40.3101270990595
330739,330740,56D5E8A1794A06DDCB00761ABA309E,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,DOR,DORMONT,420034721001.0,-80.0342369105224,40.3982850857086
330785,330786,646FBA05FD60EF243ADA9E0B8DB7F0,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420030902001.0,-79.9592954275246,40.4694715089342
330818,330819,5468B14E838B6B491FBAFB1ABCFFDE,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2019.0,ASSAULT,CLA,CLAIRTON,420034927001.0,-79.8798133379644,40.3029168894403
331123,331124,4A90A50CE45493115ADF57E46D4F07,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,ETN,ETNA,420034250004.0,-79.9459039985159,40.4936872506938
331259,331260,5595246684E76D0DC77B8835B72473,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420030201001.0,-80.0067293864748,40.439640377002
331562,331563,54D1270040B181D4C112C0A2B0DE95,EMS,E3,EMS Standard Basic Life Support response,Q4,2018.0,ASSAULT,DUQ,DUQUESNE,420034867002.0,-79.8529787694264,40.3743290530216
331563,331564,54D133BE14E200C4D5C84D4120FDE3,EMS,E2,EMS Standard Advanced Life Support response,Q1,2020.0,ASSAULT,RAN,RANKIN,420035140002.0,-79.8825913722838,40.4110296575679
331605,331606,5FA5CFC76CA6466C57F1481C0205F1,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420033001006.0,-79.9939401230778,40.408858318253
331618,331619,5FAB80FA717016CCC26EAD14FCA3D5,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420032901002.0,-79.9925089091687,40.3969243447976
331647,331648,55C62E4920305C580F9497D7BEB982,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,WBG,WILKINSBURG,420035614004.0,-79.8639731624619,40.4457383614352
331674,331675,64A397D0B632CD04E08A0F3DD5AB45,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420035624002.0,-80.0039680447416,40.4142643857439
331698,331699,5FB3F3C914BEFE51C90B2B55546CEF,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,SWS,SWISSVALE,420035151003.0,-79.8820635954782,40.4212741968596
331967,331968,4ACCF92360A9800475142D1ADE880A,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,MCK,MCKEESPORT,420035512001.0,-79.8397683818266,40.3511301379603
331978,331979,4AD10B8F497533A60614F61293CE4E,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,WES,WEST MIFFLIN,420034886004.0,-79.923876840423,40.3399665234916
332040,332041,5510A7B3B3A878B8E2FF1A1C8EC369,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,PGH,PITTSBURGH,420031207001.0,-79.9032362347684,40.4610019107636
332076,332077,5FD270A177902FB8DABE526FAE8F6B,EMS,E3,EMS Standard Basic Life Support response,Q1,2019.0,ASSAULT,PGH,PITTSBURGH,420030103002.0,-79.9904755497259,40.4369020493028
332095,332096,53F4FA9A1AE0129837D24AE8D55F05,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,CRA,CRAFTON,420034656001.0,-80.0724860534828,40.4390878370883
332239,332240,5FE98280C5A671F383A9CF9505FD61,EMS,E2,EMS Standard Advanced Life Support response,Q4,2015.0,ASSAULT,RES,RESERVE,420034281001.0,-79.9798083709771,40.475160512109
332261,332262,4AE4589EA9A1CD3F2927323DCC711C,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,MTO,MOUNT OLIVER,420034810001.0,-79.9851573160228,40.4158929295786
332333,332334,64B7834806F44D0BA0768361321B20,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,WBG,WILKINSBURG,420035612001.0,-79.8814199907078,40.4474603361273
332417,332418,5FF51FBEC3962A5EE2583C4229F237,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,CLA,CLAIRTON,420034929002.0,-79.896966203045,40.2884109078957
332441,332442,5FFF0620D450C564768933308F61A7,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,MCK,MCKEESPORT,420035519002.0,-79.8582143722509,40.3536263826352
332626,332627,4AFF487D85607F37AA4FC71BDEC306,EMS,E2,EMS Standard Advanced Life Support response,Q1,2016.0,ASSAULT,PIT,PITCAIRN,420035220002.0,-79.778381312404,40.4030314052219
332690,332691,4B07FBF5673E746F3B1F213D6DD1A0,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PEN,PENN HILLS,420035234001.0,-79.8337431040107,40.4502557445902
332757,332758,541107B8D35A03D2E8E6C811E8A5A9,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,VER,VERONA,420035240002.0,-79.8443559426304,40.5024608485739
332840,332841,4B17BC5D11B3C2BC0AF711B2A3AF07,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,BRE,BRENTWOOD,420034782003.0,-79.972426363429,40.3821555701135
333071,333072,542CA1CD9C44F6FE7C6139E3400027,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,FIN,FINDLAY,420034520002.0,-80.2146090174605,40.4628731288037
333124,333125,571141F232E49AF1C76E09AF3BC240,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420035631002.0,-80.0530408128534,40.4320180415591
333152,333153,64E6112E0F50323D71A011C2F3700F,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,DOR,DORMONT,420034722001.0,-80.0379117664392,40.3945894348514
333188,333189,4B2CBD065FD38CC378F1B518843742,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,TAR,TARENTUM,420034035004.0,-79.7505129084602,40.6006877957284
333245,333246,64FAF65C818D5FB38CCB5DE3D23BDC,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420035625004.0,-80.0582965669737,40.4580654641811
333271,333272,5582E47EF330AE663748A634D889EF,EMS,E2,EMS Standard Advanced Life Support response,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
333457,333458,60517342B05D1D8B05FE3778FA55C3,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,WBG,WILKINSBURG,420035615002.0,-79.8679316390413,40.4365781658005
333518,333519,564960AD6EA5170A9812E8D03163C6,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420031405001.0,-79.8977331330818,40.4500450550406
333722,333723,572CD776349940685230403759BF2C,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,RKS,MCKEES ROCKS,420034644003.0,-80.0604463648564,40.4658455341601
333755,333756,544E590B6D6968B879C02A55DA1026,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,BRE,BRENTWOOD,420034782003.0,-79.972426363429,40.3821555701135
333858,333859,54666D65D8DC9DA0122960FD04D7FC,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,RKS,MCKEES ROCKS,420034644004.0,-80.0536411267944,40.4719073022947
333927,333928,5661505E55FCAA3433808E512BB882,EMS,E2,EMS Standard Advanced Life Support response,Q4,2015.0,ASSAULT,PGH,PITTSBURGH,420035623006.0,-79.9425975163817,40.4097657025565
334174,334175,65297B33BFE65339C776B5E71E63A1,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,HOM,HOMESTEAD,420034838001.0,-79.9103731052757,40.4009310746796
334197,334198,6533C3DD50BF9C2B6301F9C6D765F4,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,DOR,DORMONT,420034723003.0,-80.0323147143473,40.3905550263527
334214,334215,653CE65ABAF6DF978E81E8D1A47350,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420032609001.0,-80.0025995579402,40.4776416082678
334413,334414,5687FFA2C620A8A4AE6BD9EAAEAA5D,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420031920002.0,-80.0253583805874,40.4016293508278
334438,334439,60A4824F0429B903AAD364EB75643A,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420035629001.0,-79.9486950598139,40.4113123625511
334463,334464,4B557BF08688477F51F31DFD268D0F,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420030201005.0,-79.9966060929745,40.4379740715745
334591,334592,4B764C0EEFB8F6ED56D9F624AE6DD3,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,WIL,WILKINS,420035200021.0,-79.8297682069575,40.419788557603
334596,334597,4B78F2925EEA827C67E56B4956B2A0,EMS,E2,EMS Standard Advanced Life Support response,Q2,2015.0,ASSAULT,SFT,SOUTH FAYETTE,420034560033.0,-80.1908571998856,40.3646310288944
334678,334679,656817346F319B8A707B7C6782ED2A,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,BRD,BRADDOCK,420035138002.0,-79.8670465347229,40.4026364869866
334755,334756,56B1D47DBFD4A459492F7629F5006A,EMS,E3,EMS Standard Basic Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420032901002.0,-79.9925089091687,40.3969243447976
334890,334891,54A145BBD7DFD3FE7FE6BEFAD5D42F,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,NVT,NORTH VERSAILLES,420035644001.0,-79.7860254356935,40.3648609112453
334916,334917,54ADDE5899BC26A879F43F54F38214,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,PGH,PITTSBURGH,420032412002.0,-79.9915274265165,40.4600612142717
334934,334935,54B647A9E5CE5178DBA12327DC416A,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,WES,WEST MIFFLIN,420034882001.0,-79.8712460886238,40.3933058627921
335241,335242,4BC196EA7BAE6E35BB7FD43098F4C2,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,DUQ,DUQUESNE,420034868001.0,-79.8421821158047,40.3678751203348
335371,335372,65999675465C59074E2FD4DD889E0A,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,PGH,PITTSBURGH,420031115003.0,-79.9256163701344,40.4617017281422
335377,335378,659E4513C3D5AA93A19A909674B582,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
335408,335409,65AF872521AEB48985F3A611C03A25,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,CAR,CARNEGIE,420034689003.0,-80.0851656762634,40.4033944919588
335440,335441,65B80D6D62B9845873AAAEDE09625F,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,WBG,WILKINSBURG,420035610001.0,-79.8775959487652,40.4391321493029
335467,335468,54FDC02AFDFF709335147B482F6F0E,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2016.0,ASSAULT,STO,STOWE,420034626004.0,-80.0747528233027,40.4712840861788
335521,335522,579E8832040BEAEF567EF0F8A68E01,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420030305002.0,-79.9813396765969,40.4403925313045
335527,335528,57A186E80B9B9ABF518515529DC317,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2019.0,ASSAULT,PGH,PITTSBURGH,420031306003.0,-79.8715513344861,40.4531892496901
335585,335586,4BD3B158E4A4C30CD3340189738942,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,STO,STOWE,420034626001.0,-80.0684489452878,40.4732289401057
335619,335620,550462E61E546B27FC13B8F85D6FDB,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,PGH,PITTSBURGH,420039822001.0,-79.9547684986283,40.4444958457521
335668,335669,57AD5F2C55240996BFD55CEF89FBDB,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420030511001.0,-79.9764006574579,40.4415991976999
335669,335670,57ADD4527325544642B85630C39032,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420031915001.0,-80.0118294297291,40.4191738625581
335688,335689,56F975FE501C483B8C64208D879FB1,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420033001002.0,-79.9924641026291,40.4165787842053
335761,335762,57011389C585C141FF4ABAF8F38078,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q1,2016.0,ASSAULT,IND,INDIANA,420034150011.0,-79.8908178839882,40.5884137035526
335865,335866,5705A4DA524ABA6337A3AA40C952F4,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q3,2018.0,ASSAULT,SFT,SOUTH FAYETTE,420034560042.0,-80.1309972208481,40.323534083883
335867,335868,57062F9EE832CE4C05FDB6D9742290,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PEN,PENN HILLS,420035233002.0,-79.8329119927839,40.4739678259543
335931,335932,4BE7353B7FDA68199FE438F2DFB589,EMS,E2,EMS Standard Advanced Life Support response,Q2,2015.0,ASSAULT,SFT,SOUTH FAYETTE,420034560011.0,-80.1500732968834,40.360355756681
335941,335942,4BEB4BE819549219A59738A054447F,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420032507001.0,-80.0218664821257,40.4599490612354
335985,335986,570DFD3AA26DE359D8F1C7CD1DAC05,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420035632002.0,-79.9979403555741,40.4535195307656
336005,336006,57D0740AFCED58823EEA3BBF493560,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,PGH,PITTSBURGH,420032901001.0,-79.9944800794115,40.401749585794
336021,336022,5522C996657FD82AEA29109E36F376,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,PGH,PITTSBURGH,420035632002.0,-79.9979403555741,40.4535195307656
336122,336123,57DF3166F51CBCAC9EE06F5A447F11,EMS,E3,EMS Standard Basic Life Support response,Q1,2020.0,ASSAULT,WES,WEST MIFFLIN,420034882001.0,-79.8712460886238,40.3933058627921
336124,336125,57E07A9C185041517D7700C86E94A9,EMS,E2,EMS Standard Advanced Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420030201003.0,-79.9991080518783,40.441376707381
336157,336158,60E45EBCC3E82249747B0845F42280,EMS,E2,EMS Standard Advanced Life Support response,Q3,2015.0,ASSAULT,PGH,PITTSBURGH,420032406001.0,-79.9810803828379,40.4627894256834
336176,336177,60EF63A12FBFC40ACEB2039E95D2E4,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420035625003.0,-80.0490125749933,40.4534472923167
336199,336200,57275D841800234795796808A66A34,EMS,E3,EMS Standard Basic Life Support response,Q1,2017.0,ASSAULT,MIL,MILLVALE,420034270003.0,-79.9762198376255,40.4813983353046
336462,336463,55548DDA178325D36D4ABD4AE99F94,EMS,E2,EMS Standard Advanced Life Support response,Q1,2017.0,ASSAULT,PGH,PITTSBURGH,420032022002.0,-80.0624129675041,40.455146659176
336527,336528,575528CD57FBE065807940A8CA5287,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420030201001.0,-80.0067293864748,40.439640377002
336581,336582,575D49522F1C2694CA9875DB91DCFE,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,MCK,MCKEESPORT,420035519002.0,-79.8582143722509,40.3536263826352
336602,336603,565BA4CFACDCA7348A12596B18C1AB,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,MCK,MCKEESPORT,420035509002.0,-79.8563327716155,40.3476788398104
336624,336625,5558FE5EAE0AE60F9F42DDC71DB13C,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,MTO,MOUNT OLIVER,420034810004.0,-79.9851784350152,40.4078061239192
336697,336698,4C1F787EFFD6EF36A8469E4DF40643,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,FWD,FORWARD,420034950002.0,-79.8775081648432,40.2140384502509
336722,336723,610F2861FF44D66599B7F2830AB56A,EMS,E2,EMS Standard Advanced Life Support response,Q1,2015.0,ASSAULT,RKS,MCKEES ROCKS,420034644003.0,-80.0604463648564,40.4658455341601
336786,336787,4C260B03CB779BB5B88EB371F126B6,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,WBG,WILKINSBURG,420035606002.0,-79.8841206769631,40.4388944435892
336877,336878,6118F46F11562D501541DF0A2E24FC,EMS,E3,EMS Standard Basic Life Support response,Q2,2015.0,ASSAULT,MUN,MUNHALL,420034843002.0,-79.8895787630372,40.4044569595329
337090,337091,568561172D6571826D8BBC80AA119C,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,ROS,ROSS,420034294003.0,-80.0283201149554,40.527238058222
337315,337316,55823FA168E4E5A6A0651FEC9C8A67,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,BLA,BLAWNOX,420034200001.0,-79.8599449009771,40.4921946412196
337394,337395,4C6C466B054AFEC2301B23F31B76BB,EMS,E3,EMS Standard Basic Life Support response,Q4,2019.0,ASSAULT,PGH,PITTSBURGH,420031306003.0,-79.8715513344861,40.4531892496901
337453,337454,579AED30CEA57F58CC53A11A6422B0,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,PGH,PITTSBURGH,420032022001.0,-80.0636161687446,40.4524971314209
337601,337602,57A12634096A421507066B54922C68,EMS,E0,EMS Advanced Life Support life threatening response with Advanced Life Support backup,Q4,2017.0,ASSAULT,NBR,NORTH BRADDOCK,420035128001.0,-79.8554733758734,40.3992169472337
337642,337643,6169D339E14370C49F56E1074BC764,EMS,E3,EMS Standard Basic Life Support response,Q2,2017.0,ASSAULT,PGH,PITTSBURGH,420035620003.0,-79.9558077839652,40.4481953576567
337925,337926,55A26DE4DF215D46C923BF31786BC8,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,PGH,PITTSBURGH,420031414002.0,-79.9207338533187,40.4243930201187
337939,337940,55AAD4DA61F7FF8C5419E9D7E2BE5F,EMS,E3,EMS Standard Basic Life Support response,Q2,2018.0,ASSAULT,PGH,PITTSBURGH,420031208002.0,-79.9121427022301,40.4589888728302
338039,338040,56AFAD2371B1E233EA703AFAED3C18,EMS,E3,EMS Standard Basic Life Support response,Q3,2017.0,ASSAULT,PGH,PITTSBURGH,420031203002.0,-79.9005408747582,40.4667509908845
338099,338100,664ADA01DAC07E2D8C91AF02903B6F,EMS,E3,EMS Standard Basic Life Support response,Q2,2016.0,ASSAULT,MTO,MOUNT OLIVER,420034810001.0,-79.9851573160228,40.4158929295786
338113,338114,6651BE137C3C279AA2A78930860D02,EMS,E3,EMS Standard Basic Life Support response,Q3,2018.0,ASSAULT,PGH,PITTSBURGH,420032715002.0,-80.0297365899697,40.4706306326004
338205,338206,55D71BA1C0016390882C441A84E2AE,EMS,E3,EMS Standard Basic Life Support response,Q3,2019.0,ASSAULT,PGH,PITTSBURGH,420030506001.0,-79.95968411413,40.4552887063555
338257,338258,61977BDA6A59641FBE2D67C16E87C5,EMS,E2,EMS Standard Advanced Life Support response,Q3,2016.0,ASSAULT,PGH,PITTSBURGH,420031304001.0,-79.8888803582365,40.4543436751335
338269,338270,4CB50A6E2B950B2F54CCC8DCB5BEDF,EMS,E3,EMS Standard Basic Life Support response,Q2,2019.0,ASSAULT,EMC,EAST MCKEESPORT,420035070001.0,-79.8041581671299,40.387452695943
338387,338388,560B34DAE3CFF7827D1C1370C5D6FD,EMS,E3,EMS Standard Basic Life Support response,Q4,2015.0,ASSAULT,MCK,MCKEESPORT,420035520003.0,-79.8388854454646,40.3436282336961
338409,338410,560C81ECF50B67255E21B24513EBAE,EMS,E3,EMS Standard Basic Life Support response,Q1,2015.0,ASSAULT,HAR,HARMAR,420034190002.0,-79.8127268398948,40.5474351814567
338427,338428,61A3C054D4AE64E005E1B0A2764889,EMS,E3,EMS Standard Basic Life Support response,Q3,2015.0,ASSAULT,WAL,WALL,420035644006.0,-79.7858597406691,40.3916024854231
338583,338584,6660E1561F5E275F2DF6AC90AEABC5,EMS,E3,EMS Standard Basic Life Support response,Q1,2018.0,ASSAULT,PGH,PITTSBURGH,420035627002.0,-80.006734189257,40.4527501271388
338616,338617,666E46EBCEDC00014F3EF0A46CA0AF,EMS,E3,EMS Standard Basic Life Support response,Q3,2016.0,ASSAULT,DOR,DORMONT,420034721001.0,-80.0342369105224,40.3982850857086
338622,338623,666FDEFFDD5A9E409595BD3261BE37,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420032715002.0,-80.0297365899697,40.4706306326004
338668,338669,56BCD4622382011AAF4FB4041E85E0,EMS,E3,EMS Standard Basic Life Support response,Q4,2017.0,ASSAULT,PGH,PITTSBURGH,420035629001.0,-79.9486950598139,40.4113123625511
338713,338714,56CD7EB71C81F87D2F81C96E1DB80D,EMS,E2,EMS Standard Advanced Life Support response,Q4,2016.0,ASSAULT,PGH,PITTSBURGH,420031702003.0,-79.9852109036637,40.4272794519788
338891,338892,57EC75B46132C69A92A47DF011A8D3,EMS,E3,EMS Standard Basic Life Support response,Q1,2016.0,ASSAULT,PLU,PLUM,420035263023.0,-79.7075313857714,40.4527519478442
